Magnitude,Type,Ingredient 1,Ingredient 2,Ingredient 3,Effects,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5,MyPotionID,Can Make
4,Mixed,Lavender,Nirnroot,Rock Warbler Egg,2,Resist Magic,Damage Stamina,,,,14014,TRUE
4,Mixed,Lavender,Nirnroot,Spider Egg,2,Resist Magic,Damage Stamina,,,,14018,TRUE
4,Mixed,Luna Moth Wing,Nirnroot,Skeever Tail,3,Invisibility,Damage Health,Fortify Light Armor,,,14085,TRUE
4,Mixed,Luna Moth Wing,Skeever Tail,Troll Fat,2,Fortify Light Armor,Damage Health,,,,14100,TRUE
4,Mixed,Luna Moth Wing,Skeever Tail,Void Salts,2,Fortify Light Armor,Damage Health,,,,14102,TRUE
4,Mixed,Mora Tapinella,Slaughterfish Scales,Snowberries,2,Lingering Damage Health,Resist Frost,,,,14287,TRUE
4,Mixed,Nirnroot,Rock Warbler Egg,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,14516,TRUE
4,Mixed,Nirnroot,Spider Egg,Tundra Cotton,2,Damage Stamina,Resist Magic,,,,14538,TRUE
4,Mixed,Orange Dartwing,Slaughterfish Scales,Snowberries,2,Lingering Damage Health,Resist Frost,,,,14660,TRUE
4,Mixed,Purple Mountain Flower,Slaughterfish Scales,Swamp Fungal Pod,2,Resist Frost,Lingering Damage Magicka,,,,14919,TRUE
4,Mixed,Purple Mountain Flower,Swamp Fungal Pod,Thistle Branch,2,Lingering Damage Magicka,Resist Frost,,,,14937,TRUE
4,Mixed,Snowberries,Swamp Fungal Pod,Torchbug Thorax,2,Resist Shock,Lingering Damage Magicka,,,,15264,TRUE
4,Poison,Blisterwort,Blue Butterfly Wing,Fly Amanita,2,Damage Stamina,Frenzy,,,,2138,TRUE
4,Poison,Blisterwort,Blue Butterfly Wing,Troll Fat,2,Damage Stamina,Frenzy,,,,2156,TRUE
4,Poison,Blisterwort,Bone Meal,Troll Fat,2,Damage Stamina,Frenzy,,,,2238,TRUE
4,Poison,Blisterwort,Canis Root,Fly Amanita,2,Damage Stamina,Frenzy,,,,2277,TRUE
4,Poison,Blisterwort,Canis Root,Hagraven Feathers,2,Damage Stamina,Frenzy,,,,2279,TRUE
4,Poison,Blisterwort,Canis Root,Troll Fat,2,Damage Stamina,Frenzy,,,,2292,TRUE
4,Poison,Blisterwort,Fly Amanita,Nirnroot,2,Frenzy,Damage Stamina,,,,2487,TRUE
4,Poison,Blisterwort,Fly Amanita,Spider Egg,2,Frenzy,Damage Stamina,,,,2492,TRUE
4,Poison,Blisterwort,Hagraven Feathers,Luna Moth Wing,2,Frenzy,Damage Magicka,,,,2542,TRUE
4,Poison,Blisterwort,Hagraven Feathers,Nirnroot,2,Frenzy,Damage Stamina,,,,2544,TRUE
4,Poison,Blisterwort,Hagraven Feathers,Nordic Barnacle,2,Frenzy,Damage Magicka,,,,2545,TRUE
4,Poison,Blisterwort,Hagraven Feathers,Spider Egg,2,Frenzy,Damage Stamina,,,,2548,TRUE
4,Poison,Blisterwort,Hagraven Feathers,Void Salts,2,Frenzy,Weakness to Shock,,,,2551,TRUE
4,Poison,Blisterwort,Spider Egg,Troll Fat,2,Damage Stamina,Frenzy,,,,2650,TRUE
4,Poison,Bone Meal,Deathbell,Giant Lichen,2,Ravage Stamina,Weakness to Poison,,,,3882,TRUE
4,Poison,Butterfly Wing,Hagraven Feathers,Nightshade,2,Damage Magicka,Lingering Damage Stamina,,,,4777,TRUE
4,Poison,Butterfly Wing,Hagraven Feathers,Troll Fat,2,Damage Magicka,Frenzy,,,,4781,TRUE
4,Poison,Butterfly Wing,Luna Moth Wing,Nightshade,2,Damage Magicka,Lingering Damage Stamina,,,,4852,TRUE
4,Poison,Butterfly Wing,Nightshade,Nordic Barnacle,2,Lingering Damage Stamina,Damage Magicka,,,,4876,TRUE
4,Poison,Deathbell,Giant Lichen,Honeycomb,2,Weakness to Poison,Ravage Stamina,,,,7779,TRUE
4,Poison,Deathbell,Giant Lichen,Thistle Branch,2,Weakness to Poison,Ravage Stamina,,,,7798,TRUE
4,Poison,Deathbell,Imp Stool,Mora Tapinella,2,Damage Health,Lingering Damage Health,,,,7869,TRUE
4,Poison,Deathbell,Imp Stool,Orange Dartwing,2,Damage Health,Lingering Damage Health,,,,7870,TRUE
4,Poison,Deathbell,Imp Stool,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,7877,TRUE
4,Poison,Fly Amanita,Hagraven Feathers,Luna Moth Wing,2,Frenzy,Damage Magicka,,,,10158,TRUE
4,Poison,Fly Amanita,Hagraven Feathers,Nordic Barnacle,2,Frenzy,Damage Magicka,,,,10162,TRUE
4,Poison,Fly Amanita,Hagraven Feathers,Void Salts,2,Frenzy,Weakness to Shock,,,,10166,TRUE
4,Poison,Frost Mirriam,Red Mountain Flower,Troll Fat,2,Ravage Magicka,Damage Health,,,,10536,TRUE
4,Poison,Giant Lichen,Hagraven Feathers,Troll Fat,2,Weakness to Shock,Frenzy,,,,11115,TRUE
4,Poison,Giant Lichen,Skeever Tail,Troll Fat,2,Ravage Health,Damage Health,,,,11254,TRUE
4,Poison,Glow Dust,Hagraven Feathers,Troll Fat,2,Damage Magicka,Frenzy,,,,11520,TRUE
4,Poison,Hagraven Feathers,Luna Moth Wing,Troll Fat,2,Damage Magicka,Frenzy,,,,12119,TRUE
4,Poison,Hagraven Feathers,Nordic Barnacle,Troll Fat,2,Damage Magicka,Frenzy,,,,12133,TRUE
4,Poison,Lavender,Red Mountain Flower,Skeever Tail,2,Ravage Magicka,Damage Health,,,,14040,TRUE
4,Poison,Lavender,Red Mountain Flower,Troll Fat,2,Ravage Magicka,Damage Health,,,,14045,TRUE
4,Poison,Orange Dartwing,Red Mountain Flower,Skeever Tail,2,Ravage Magicka,Damage Health,,,,14622,TRUE
4,Poison,Orange Dartwing,Red Mountain Flower,Troll Fat,2,Ravage Magicka,Damage Health,,,,14629,TRUE
4,Potion,Blisterwort,Spriggan Sap,,1,Fortify Smithing,,,,,2656,TRUE
4,Potion,Blue Dartwing,Nordic Barnacle,,1,Fortify Pickpocket,,,,,3299,TRUE
4,Potion,Blue Dartwing,Orange Dartwing,,1,Fortify Pickpocket,,,,,3317,TRUE
4,Potion,Canis Root,Elves Ear,,1,Fortify Marksman,,,,,5003,TRUE
4,Potion,Creep Cluster,River Betty,,1,Fortify Carry Weight,,,,,6735,TRUE
4,Potion,Dragons Tongue,Mora Tapinella,,1,Fortify Illusion,,,,,8129,TRUE
4,Potion,Dragons Tongue,Scaly Pholiota,,1,Fortify Illusion,,,,,8154,TRUE
4,Potion,Dragons Tongue,Taproot,,1,Fortify Illusion,,,,,8167,TRUE
4,Potion,Dragons Tongue,Troll Fat,,1,Fortify Two-handed,,,,,8170,TRUE
4,Potion,Ectoplasm,Histcarp,,1,Fortify Magicka,,,,,8702,TRUE
4,Potion,Ectoplasm,Tundra Cotton,,1,Fortify Magicka,,,,,8916,TRUE
4,Potion,Elves Ear,Spider Egg,,1,Fortify Marksman,,,,,9136,TRUE
4,Potion,Garlic,Lavender,,1,Fortify Stamina,,,,,10971,TRUE
4,Potion,Garlic,Mudcrab Chitin,,1,Resist Poison,,,,,11023,TRUE
4,Potion,Garlic,Thistle Branch,,1,Resist Poison,,,,,11066,TRUE
4,Potion,Garlic,Torchbug Thorax,,1,Fortify Stamina,,,,,11071,TRUE
4,Potion,Garlic,Troll Fat,,1,Resist Poison,,,,,11074,TRUE
4,Potion,Histcarp,Red Mountain Flower,,1,Fortify Magicka,,,,,12777,TRUE
4,Potion,Histcarp,Tundra Cotton,,1,Fortify Magicka,,,,,12818,TRUE
4,Potion,Histcarp,Void Salts,,1,Fortify Magicka,,,,,12821,TRUE
4,Potion,Honeycomb,Slaughterfish Scales,,1,Fortify Block,,,,,12947,TRUE
4,Potion,Honeycomb,Tundra Cotton,,1,Fortify Block,,,,,12963,TRUE
4,Potion,Lavender,Torchbug Thorax,,1,Fortify Stamina,,,,,14065,TRUE
4,Potion,Mudcrab Chitin,Thistle Branch,,1,Resist Poison,,,,,14393,TRUE
4,Potion,Mudcrab Chitin,Troll Fat,,1,Resist Poison,,,,,14401,TRUE
4,Potion,Nordic Barnacle,Orange Dartwing,,1,Fortify Pickpocket,,,,,14571,TRUE
4,Potion,Red Mountain Flower,Tundra Cotton,,1,Fortify Magicka,,,,,14991,TRUE
4,Potion,River Betty,Scaly Pholiota,,1,Fortify Carry Weight,,,,,15017,TRUE
4,Potion,River Betty,Spriggan Sap,,1,Fortify Alteration,,,,,15029,TRUE
4,Potion,Slaughterfish Scales,Tundra Cotton,,1,Fortify Block,,,,,15235,TRUE
4,Potion,Thistle Branch,Troll Fat,,1,Resist Poison,,,,,15284,TRUE
4,Potion,Blue Butterfly Wing,Snowberries,Swamp Fungal Pod,2,Fortify Enchanting,Resist Shock,,,,3016,TRUE
4,Potion,Blue Butterfly Wing,Snowberries,Thistle Branch,2,Fortify Enchanting,Resist Frost,,,,3017,TRUE
4,Potion,Blue Dartwing,Snowberries,Spriggan Sap,2,Resist Shock,Fortify Enchanting,,,,3381,TRUE
4,Potion,Bone Meal,Dragons Tongue,Tundra Cotton,2,Resist Fire,Fortify Barter,,,,3924,TRUE
4,Potion,Bone Meal,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,4150,TRUE
4,Potion,Butterfly Wing,Dragons Tongue,Elves Ear,2,Fortify Barter,Resist Fire,,,,4683,TRUE
4,Potion,Butterfly Wing,Dragons Tongue,Fire Salts,2,Fortify Barter,Resist Fire,,,,4685,TRUE
4,Potion,Butterfly Wing,Dragons Tongue,Mudcrab Chitin,2,Fortify Barter,Resist Fire,,,,4695,TRUE
4,Potion,Butterfly Wing,Dragons Tongue,Snowberries,2,Fortify Barter,Resist Fire,,,,4702,TRUE
4,Potion,Dragons Tongue,Elves Ear,Tundra Cotton,2,Resist Fire,Fortify Barter,,,,8065,TRUE
4,Potion,Dragons Tongue,Fire Salts,Tundra Cotton,2,Resist Fire,Fortify Barter,,,,8086,TRUE
4,Potion,Dragons Tongue,Mudcrab Chitin,Tundra Cotton,2,Resist Fire,Fortify Barter,,,,8144,TRUE
4,Potion,Dragons Tongue,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,8155,TRUE
4,Potion,Dragons Tongue,Snowberries,Tundra Cotton,2,Resist Fire,Fortify Barter,,,,8160,TRUE
4,Potion,Ectoplasm,Histcarp,Nordic Barnacle,2,Fortify Magicka,Waterbreathing,,,,8681,TRUE
4,Potion,Elves Ear,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,9125,TRUE
4,Potion,Fire Salts,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,10141,TRUE
4,Potion,Fly Amanita,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,10223,TRUE
4,Potion,Frost Mirriam,Snowberries,Spriggan Sap,2,Resist Frost,Fortify Enchanting,,,,10568,TRUE
4,Potion,Histcarp,Nordic Barnacle,Red Mountain Flower,2,Waterbreathing,Fortify Magicka,,,,12693,TRUE
4,Potion,Histcarp,Nordic Barnacle,Tundra Cotton,2,Waterbreathing,Fortify Magicka,,,,12700,TRUE
4,Potion,Histcarp,Nordic Barnacle,Void Salts,2,Waterbreathing,Fortify Magicka,,,,12702,TRUE
4,Potion,Mudcrab Chitin,Snowberries,Spriggan Sap,2,Resist Fire,Fortify Enchanting,,,,14381,TRUE
4,Potion,Purple Mountain Flower,Snowberries,Spriggan Sap,2,Resist Frost,Fortify Enchanting,,,,14931,TRUE
4,Potion,Slaughterfish Scales,Snowberries,Spriggan Sap,2,Resist Frost,Fortify Enchanting,,,,15223,TRUE
4,Potion,Snowberries,Spriggan Sap,Swamp Fungal Pod,2,Fortify Enchanting,Resist Shock,,,,15260,TRUE
4,Potion,Snowberries,Spriggan Sap,Thistle Branch,2,Fortify Enchanting,Resist Frost,,,,15261,TRUE
3,Mixed,Nirnroot,Void Salts,,2,Damage Health,Resist Magic,,,,14555,TRUE
3,Mixed,Blisterwort,Nirnroot,Vampire Dust,2,Damage Stamina,Invisibility,,,,2621,TRUE
3,Mixed,Blue Butterfly Wing,Nirnroot,Vampire Dust,2,Damage Stamina,Invisibility,,,,2999,TRUE
3,Mixed,Bone Meal,Nirnroot,Vampire Dust,2,Damage Stamina,Invisibility,,,,4135,TRUE
3,Mixed,Butterfly Wing,Luna Moth Wing,Nirnroot,2,Damage Magicka,Invisibility,,,,4853,TRUE
3,Mixed,Canis Root,Nirnroot,Vampire Dust,2,Damage Stamina,Invisibility,,,,5144,TRUE
3,Mixed,Deathbell,Nirnroot,Vampire Dust,2,Damage Health,Invisibility,,,,7942,TRUE
3,Mixed,Elves Ear,Ice Wraith Teeth,Luna Moth Wing,2,Weakness to Frost,Invisibility,,,,9022,TRUE
3,Mixed,Elves Ear,Ice Wraith Teeth,Nirnroot,2,Weakness to Frost,Invisibility,,,,9026,TRUE
3,Mixed,Fire Salts,Ice Wraith Teeth,Luna Moth Wing,2,Weakness to Frost,Invisibility,,,,10031,TRUE
3,Mixed,Fire Salts,Ice Wraith Teeth,Nirnroot,2,Weakness to Frost,Invisibility,,,,10035,TRUE
3,Mixed,Frost Mirriam,Lavender,Nirnroot,2,Ravage Magicka,Resist Magic,,,,10456,TRUE
3,Mixed,Frost Mirriam,Lavender,Tundra Cotton,2,Ravage Magicka,Resist Magic,,,,10467,TRUE
3,Mixed,Frost Mirriam,Lavender,Void Salts,2,Ravage Magicka,Resist Magic,,,,10468,TRUE
3,Mixed,Glow Dust,Luna Moth Wing,Nirnroot,2,Damage Magicka,Invisibility,,,,11599,TRUE
3,Mixed,Hagraven Feathers,Luna Moth Wing,Nirnroot,2,Damage Magicka,Invisibility,,,,12116,TRUE
3,Mixed,Ice Wraith Teeth,Nirnroot,Rock Warbler Egg,2,Invisibility,Damage Stamina,,,,13343,TRUE
3,Mixed,Ice Wraith Teeth,Nirnroot,Spider Egg,2,Invisibility,Damage Stamina,,,,13348,TRUE
3,Mixed,Ice Wraith Teeth,Nirnroot,Void Salts,3,Invisibility,Resist Magic,Damage Health,,,13352,TRUE
3,Mixed,Imp Stool,Nirnroot,Tundra Cotton,2,Damage Health,Resist Magic,,,,13439,TRUE
3,Mixed,Imp Stool,Nirnroot,Void Salts,2,Damage Health,Resist Magic,,,,13441,TRUE
3,Mixed,Imp Stool,Slaughterfish Scales,White Cap,2,Lingering Damage Health,Fortify Heavy Armor,,,,13523,TRUE
3,Mixed,Lavender,Nirnroot,Orange Dartwing,2,Resist Magic,Ravage Magicka,,,,14011,TRUE
3,Mixed,Lavender,Nirnroot,Skeever Tail,2,Resist Magic,Damage Health,,,,14015,TRUE
3,Mixed,Lavender,Nirnroot,Troll Fat,2,Resist Magic,Damage Health,,,,14020,TRUE
3,Mixed,Lavender,Nirnroot,Void Salts,2,Resist Magic,Damage Health,,,,14022,TRUE
3,Mixed,Lavender,Nirnroot,White Cap,2,Resist Magic,Ravage Magicka,,,,14023,TRUE
3,Mixed,Lavender,Orange Dartwing,Tundra Cotton,2,Ravage Magicka,Resist Magic,,,,14035,TRUE
3,Mixed,Lavender,Orange Dartwing,Void Salts,2,Ravage Magicka,Resist Magic,,,,14036,TRUE
3,Mixed,Lavender,Tundra Cotton,White Cap,2,Resist Magic,Ravage Magicka,,,,14067,TRUE
3,Mixed,Lavender,Void Salts,White Cap,2,Resist Magic,Ravage Magicka,,,,14069,TRUE
3,Mixed,Luna Moth Wing,Nirnroot,Rock Warbler Egg,2,Invisibility,Damage Stamina,,,,14084,TRUE
3,Mixed,Luna Moth Wing,Nirnroot,Spider Egg,2,Invisibility,Damage Stamina,,,,14087,TRUE
3,Mixed,Luna Moth Wing,Nirnroot,Void Salts,3,Invisibility,Resist Magic,Damage Health,,,14091,TRUE
3,Mixed,Nightshade,Nirnroot,Tundra Cotton,2,Damage Health,Resist Magic,,,,14442,TRUE
3,Mixed,Nightshade,Nirnroot,Void Salts,2,Damage Health,Resist Magic,,,,14444,TRUE
3,Mixed,Nirnroot,Rock Warbler Egg,Vampire Dust,2,Damage Stamina,Invisibility,,,,14517,TRUE
3,Mixed,Nirnroot,Skeever Tail,Tundra Cotton,2,Damage Health,Resist Magic,,,,14523,TRUE
3,Mixed,Nirnroot,Skeever Tail,Void Salts,2,Damage Health,Resist Magic,,,,14525,TRUE
3,Mixed,Nirnroot,Spider Egg,Vampire Dust,2,Damage Stamina,Invisibility,,,,14539,TRUE
3,Mixed,Nirnroot,Troll Fat,Tundra Cotton,2,Damage Health,Resist Magic,,,,14543,TRUE
3,Mixed,Nirnroot,Troll Fat,Void Salts,2,Damage Health,Resist Magic,,,,14545,TRUE
3,Mixed,Nirnroot,Vampire Dust,Void Salts,3,Invisibility,Resist Magic,Damage Health,,,14551,TRUE
3,Poison,Blisterwort,Blue Butterfly Wing,,1,Damage Stamina,,,,,2158,TRUE
3,Poison,Blisterwort,Bone Meal,,1,Damage Stamina,,,,,2240,TRUE
3,Poison,Blisterwort,Canis Root,,1,Damage Stamina,,,,,2294,TRUE
3,Poison,Blisterwort,Nirnroot,,1,Damage Stamina,,,,,2625,TRUE
3,Poison,Blisterwort,Spider Egg,,1,Damage Stamina,,,,,2652,TRUE
3,Poison,Blue Butterfly Wing,Canis Root,,1,Damage Stamina,,,,,2727,TRUE
3,Poison,Blue Butterfly Wing,Nirnroot,,1,Damage Stamina,,,,,3002,TRUE
3,Poison,Blue Butterfly Wing,Rock Warbler Egg,,1,Damage Stamina,,,,,3013,TRUE
3,Poison,Bone Meal,Canis Root,,1,Damage Stamina,,,,,3817,TRUE
3,Poison,Bone Meal,Nirnroot,,1,Damage Stamina,,,,,4138,TRUE
3,Poison,Bone Meal,Rock Warbler Egg,,1,Damage Stamina,,,,,4148,TRUE
3,Poison,Bone Meal,Spider Egg,,1,Damage Stamina,,,,,4156,TRUE
3,Poison,Butterfly Wing,Glow Dust,,1,Damage Magicka,,,,,4750,TRUE
3,Poison,Butterfly Wing,Hagraven Feathers,,1,Damage Magicka,,,,,4785,TRUE
3,Poison,Butterfly Wing,Luna Moth Wing,,1,Damage Magicka,,,,,4862,TRUE
3,Poison,Butterfly Wing,Nordic Barnacle,,1,Damage Magicka,,,,,4899,TRUE
3,Poison,Canis Root,Nirnroot,,1,Damage Stamina,,,,,5147,TRUE
3,Poison,Deathbell,Ectoplasm,,1,Damage Health,,,,,7756,TRUE
3,Poison,Deathbell,Imp Stool,,1,Damage Health,,,,,7882,TRUE
3,Poison,Deathbell,Nightshade,,1,Damage Health,,,,,7932,TRUE
3,Poison,Deathbell,Nirnroot,,1,Damage Health,,,,,7945,TRUE
3,Poison,Deathbell,Red Mountain Flower,,1,Damage Health,,,,,7975,TRUE
3,Poison,Deathbell,Skeever Tail,,1,Damage Health,,,,,8010,TRUE
3,Poison,Deathbell,Troll Fat,,1,Damage Health,,,,,8018,TRUE
3,Poison,Deathbell,Void Salts,,1,Damage Health,,,,,8020,TRUE
3,Poison,Elves Ear,Ice Wraith Teeth,,1,Weakness to Frost,,,,,9038,TRUE
3,Poison,Fire Salts,Ice Wraith Teeth,,1,Weakness to Frost,,,,,10047,TRUE
3,Poison,Giant Lichen,Hagraven Feathers,,1,Weakness to Shock,,,,,11118,TRUE
3,Poison,Giant Lichen,Void Salts,,1,Weakness to Shock,,,,,11274,TRUE
3,Poison,Glow Dust,Hagraven Feathers,,1,Damage Magicka,,,,,11523,TRUE
3,Poison,Glow Dust,Luna Moth Wing,,1,Damage Magicka,,,,,11610,TRUE
3,Poison,Glow Dust,Nordic Barnacle,,1,Damage Magicka,,,,,11646,TRUE
3,Poison,Hagraven Feathers,Luna Moth Wing,,1,Damage Magicka,,,,,12122,TRUE
3,Poison,Hagraven Feathers,Nordic Barnacle,,1,Damage Magicka,,,,,12136,TRUE
3,Poison,Hagraven Feathers,Void Salts,,1,Weakness to Shock,,,,,12140,TRUE
3,Poison,Nirnroot,Rock Warbler Egg,,1,Damage Stamina,,,,,14521,TRUE
3,Poison,Nirnroot,Spider Egg,,1,Damage Stamina,,,,,14542,TRUE
3,Poison,Rock Warbler Egg,Spider Egg,,1,Damage Stamina,,,,,15063,TRUE
3,Poison,Blisterwort,Troll Fat,Void Salts,2,Frenzy,Damage Health,,,,2661,TRUE
3,Poison,Blue Butterfly Wing,Canis Root,Imp Stool,2,Damage Stamina,Paralysis,,,,2716,TRUE
3,Poison,Blue Butterfly Wing,Canis Root,Swamp Fungal Pod,2,Damage Stamina,Paralysis,,,,2726,TRUE
3,Poison,Bone Meal,Canis Root,Imp Stool,2,Damage Stamina,Paralysis,,,,3807,TRUE
3,Poison,Bone Meal,Canis Root,Swamp Fungal Pod,2,Damage Stamina,Paralysis,,,,3815,TRUE
3,Poison,Butterfly Wing,Nightshade,Nirnroot,2,Lingering Damage Stamina,Damage Health,,,,4875,TRUE
3,Poison,Butterfly Wing,Nightshade,Red Mountain Flower,2,Lingering Damage Stamina,Damage Health,,,,4877,TRUE
3,Poison,Butterfly Wing,Nightshade,Skeever Tail,2,Lingering Damage Stamina,Damage Health,,,,4880,TRUE
3,Poison,Butterfly Wing,Nightshade,Troll Fat,2,Lingering Damage Stamina,Damage Health,,,,4885,TRUE
3,Poison,Butterfly Wing,Nightshade,Void Salts,2,Lingering Damage Stamina,Damage Health,,,,4887,TRUE
3,Poison,Canis Root,Nirnroot,Swamp Fungal Pod,2,Damage Stamina,Paralysis,,,,5141,TRUE
3,Poison,Ectoplasm,Imp Stool,Orange Dartwing,2,Damage Health,Lingering Damage Health,,,,8738,TRUE
3,Poison,Ectoplasm,Imp Stool,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,8743,TRUE
3,Poison,Imp Stool,Mora Tapinella,Nightshade,2,Lingering Damage Health,Damage Health,,,,13405,TRUE
3,Poison,Imp Stool,Mora Tapinella,Nirnroot,2,Lingering Damage Health,Damage Health,,,,13406,TRUE
3,Poison,Imp Stool,Mora Tapinella,Skeever Tail,2,Lingering Damage Health,Damage Health,,,,13412,TRUE
3,Poison,Imp Stool,Mora Tapinella,Troll Fat,2,Lingering Damage Health,Damage Health,,,,13416,TRUE
3,Poison,Imp Stool,Mora Tapinella,Void Salts,2,Lingering Damage Health,Damage Health,,,,13418,TRUE
3,Poison,Imp Stool,Nightshade,Orange Dartwing,2,Damage Health,Lingering Damage Health,,,,13422,TRUE
3,Poison,Imp Stool,Nightshade,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,13425,TRUE
3,Poison,Imp Stool,Nirnroot,Orange Dartwing,2,Damage Health,Lingering Damage Health,,,,13433,TRUE
3,Poison,Imp Stool,Nirnroot,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,13436,TRUE
3,Poison,Imp Stool,Orange Dartwing,Skeever Tail,2,Lingering Damage Health,Damage Health,,,,13454,TRUE
3,Poison,Imp Stool,Orange Dartwing,Troll Fat,2,Lingering Damage Health,Damage Health,,,,13460,TRUE
3,Poison,Imp Stool,Orange Dartwing,Void Salts,2,Lingering Damage Health,Damage Health,,,,13461,TRUE
3,Poison,Imp Stool,Orange Dartwing,White Cap,2,Lingering Damage Health,Ravage Magicka,,,,13463,TRUE
3,Poison,Imp Stool,Red Mountain Flower,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,13468,TRUE
3,Poison,Imp Stool,Skeever Tail,Slaughterfish Scales,2,Damage Health,Lingering Damage Health,,,,13502,TRUE
3,Poison,Imp Stool,Slaughterfish Scales,Troll Fat,2,Lingering Damage Health,Damage Health,,,,13519,TRUE
3,Poison,Imp Stool,Slaughterfish Scales,Void Salts,2,Lingering Damage Health,Damage Health,,,,13521,TRUE
3,Poison,Lavender,Orange Dartwing,Slaughterfish Scales,2,Ravage Magicka,Lingering Damage Health,,,,14032,TRUE
3,Poison,Orange Dartwing,Red Mountain Flower,Slaughterfish Scales,2,Ravage Magicka,Lingering Damage Health,,,,14624,TRUE
3,Potion,Blisterwort,Imp Stool,,1,Restore Health,,,,,2592,TRUE
3,Potion,Blue Dartwing,Glow Dust,,1,Resist Shock,,,,,3214,TRUE
3,Potion,Blue Dartwing,Snowberries,,1,Resist Shock,,,,,3385,TRUE
3,Potion,Bone Meal,Dragons Tongue,,1,Resist Fire,,,,,3925,TRUE
3,Potion,Bone Meal,Elves Ear,,1,Resist Fire,,,,,3949,TRUE
3,Potion,Bone Meal,Fire Salts,,1,Resist Fire,,,,,3974,TRUE
3,Potion,Bone Meal,Fly Amanita,,1,Resist Fire,,,,,3989,TRUE
3,Potion,Bone Meal,Mudcrab Chitin,,1,Resist Fire,,,,,4126,TRUE
3,Potion,Bone Meal,Snowberries,,1,Resist Fire,,,,,4153,TRUE
3,Potion,Dragons Tongue,Elves Ear,,1,Resist Fire,,,,,8068,TRUE
3,Potion,Dragons Tongue,Fire Salts,,1,Resist Fire,,,,,8089,TRUE
3,Potion,Dragons Tongue,Mudcrab Chitin,,1,Resist Fire,,,,,8147,TRUE
3,Potion,Dragons Tongue,Snowberries,,1,Resist Fire,,,,,8161,TRUE
3,Potion,Elves Ear,Fly Amanita,,1,Resist Fire,,,,,8952,TRUE
3,Potion,Elves Ear,Mudcrab Chitin,,1,Resist Fire,,,,,9098,TRUE
3,Potion,Elves Ear,Snowberries,,1,Resist Fire,,,,,9131,TRUE
3,Potion,Fire Salts,Fly Amanita,,1,Resist Fire,,,,,9928,TRUE
3,Potion,Fire Salts,Mudcrab Chitin,,1,Resist Fire,,,,,10104,TRUE
3,Potion,Fire Salts,Snowberries,,1,Resist Fire,,,,,10147,TRUE
3,Potion,Fly Amanita,Mudcrab Chitin,,1,Resist Fire,,,,,10216,TRUE
3,Potion,Fly Amanita,Snowberries,,1,Resist Fire,,,,,10227,TRUE
3,Potion,Frost Mirriam,Slaughterfish Scales,,1,Resist Frost,,,,,10562,TRUE
3,Potion,Frost Mirriam,Snowberries,,1,Resist Frost,,,,,10572,TRUE
3,Potion,Frost Mirriam,Thistle Branch,,1,Resist Frost,,,,,10576,TRUE
3,Potion,Glow Dust,Snowberries,,1,Resist Shock,,,,,11679,TRUE
3,Potion,Glow Dust,Swamp Fungal Pod,,1,Resist Shock,,,,,11689,TRUE
3,Potion,Mudcrab Chitin,Snowberries,,1,Resist Fire,,,,,14388,TRUE
3,Potion,Purple Mountain Flower,Slaughterfish Scales,,1,Resist Frost,,,,,14926,TRUE
3,Potion,Purple Mountain Flower,Snowberries,,1,Resist Frost,,,,,14936,TRUE
3,Potion,Purple Mountain Flower,Thistle Branch,,1,Resist Frost,,,,,14947,TRUE
3,Potion,Slaughterfish Scales,Snowberries,,1,Resist Frost,,,,,15228,TRUE
3,Potion,Snowberries,Swamp Fungal Pod,,1,Resist Shock,,,,,15266,TRUE
3,Potion,Snowberries,Thistle Branch,,1,Resist Frost,,,,,15269,TRUE
2,Mixed,Butterfly Wing,Dragons Tongue,Nightshade,2,Fortify Barter,Lingering Damage Stamina,,,,4697,TRUE
2,Mixed,Butterfly Wing,Nightshade,Tundra Cotton,2,Lingering Damage Stamina,Fortify Barter,,,,4886,TRUE
2,Mixed,Ice Wraith Teeth,Nirnroot,Red Mountain Flower,2,Invisibility,Damage Health,,,,13341,TRUE
2,Mixed,Ice Wraith Teeth,Nirnroot,Skeever Tail,2,Invisibility,Damage Health,,,,13345,TRUE
2,Mixed,Ice Wraith Teeth,Nirnroot,Troll Fat,2,Invisibility,Damage Health,,,,13350,TRUE
2,Mixed,Imp Stool,Nirnroot,Vampire Dust,2,Damage Health,Invisibility,,,,13440,TRUE
2,Mixed,Luna Moth Wing,Nirnroot,Red Mountain Flower,2,Invisibility,Damage Health,,,,14082,TRUE
